"BehaviorSpace results (NetLogo 6.0.2)"
"lakeland-v2017-v00_20180104.nlogo"
"experiment_3"
"01/06/2018 15:33:53:767 -0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-50","50"
"[run number]","variability_skills","variability_thresholds","removalrate","num_agents","LNSmin","Umax","level_of_variability_skills","level_of_variability_thresholds","Stochasticity","inequalityaversion","beta","flocking","speed","[step]","Fish_pop","Gold_Resource","mean [Finance] of turtles","mean [LNS] of turtles","Pollution","Gini","CumNumOpt / (CumNumOpt + CumNumRep + CumNumInq + CumNumIm)","CumNumRep / (CumNumOpt + CumNumRep + CumNumInq + CumNumIm)","CumNumInq / (CumNumOpt + CumNumRep + CumNumInq + CumNumIm)","CumNumIm / (CumNumOpt + CumNumRep + CumNumInq + CumNumIm)","agt1","agt2","agt3","agt4","agt5","agt6","agt7","agt8","agt9","agt1ft","agt2ft","agt3ft","agt4ft","agt5ft","agt6ft","agt7ft","agt8ft","agt9ft","agt1mt","agt2mt","agt3mt","agt4mt","agt5mt","agt6mt","agt7mt","agt8mt","agt9mt","agt1inc","agt2inc","agt3inc","agt4inc","agt5inc","agt6inc","agt7inc","agt8inc","agt9inc","CumNumInq / (CumNumOpt + CumNumRep + CumNumInq + CumNumIm)"
"31","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","15.052766829603947","13.430050590502313","6.039128891209397","0.00810317741250908","0.010524202933140643","0.20334239528406728","0.2913627254509018","0.0020841683366733467","0.7065330661322645","2.004008016032064E-5","0","13","3","15","41","11","2","10","5","0","11.700000000000003","2.4157894736842094","8.5","36.89999999999998","9.399999999999999","0","9.1","3.9999999999999996","0","0","0.08421052631578947","0","0","0","0","0","0","0","0.048844522536915166","0.021260987246279985","-0.07207529084295866","0.14804522927900735","0.09035536707372176","-0.02","0.031502877352458214","0.03689547385955967","0.7065330661322645"
"32","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","16.5094035521512","13.513959354522774","6.433211176611835","0.009375451763341442","0.013785496180522674","0.2016351109199928","0.2823446893787575","0.001903807615230461","0.7156513026052104","1.002004008016032E-4","6","16","2","15","34","11","2","8","6","5.4","14.200000000000003","1.6999999999999997","7.699999999999999","30.399999999999984","8.883753977702641","1.9999999999999998","7.1","4.709090909090907","0","0","0","0","0","0.3162460222973581","0","0","0.0909090909090909","-0.006607290636769205","0.06866440661709342","0.017360536040937288","-0.07160586672059228","0.1661683993642113","0.10587343986976522","-6.447444324635364E-4","0.04070781806717136","0.05021924110418826","0.7156513026052104"
"33","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","15.945911613632669","12.988995164694995","6.422878408755619","0.00848235379694244","0.012466295765752014","0.17980593315287874","0.30897795591182364","0.0016633266533066131","0.6892985971943888","6.0120240480961926E-5","4","9","1","10","48","11","3","11","3","3.5999999999999996","8.100000000000001","0.8999999999999999","5.799999999999999","42.999999999999964","8.853542659871772","1.9999999999999998","10.000000000000002","2.4999999999999996","0","0","0","0","0","0.2464573401282262","0","0","0","-0.007968695765500477","0.031999326214138826","0.008699698181560031","-0.041621229415503974","0.20023119842781634","0.0908864178168735","-0.010901370256223102","0.04355933766240091","0.025674805896544","0.6892985971943888"
"34","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","15.863777143458103","13.371956979676519","6.160861958165933","0.009106097513090666","0.01164615397327692","0.21883570092559182","0.28306613226452904","0.002344689378757515","0.7144689378757515","1.2024048096192385E-4","4","1","5","12","44","15","3","12","4","3.6999999999999997","0.8999999999999999","4.299999999999999","6.5","39.49999999999997","12.500202822001276","0","10.800000000000002","3.1999999999999997","0","0","0","0","0","0.19979717799872332","0","0","0","-0.006015391889057959","0.00479000100495954","0.05078658011669077","-0.05899095196074216","0.15682716711075462","0.13262590383556694","-0.03","0.05770661765827638","0.03550079600428131","0.7144689378757515"
"35","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","15.719235981690073","13.154649866144863","6.278801754307798","0.008646067279268173","0.011815574268088653","0.20785062791707595","0.2860320641282565","0.0022044088176352704","0.7116833667334669","8.016032064128256E-5","6","7","2","12","38","16","5","10","4","5.5","6.300000000000001","1.4415113341942605","6.5","34.09999999999998","13.2974358974359","2.9999999999999996","9.000000000000002","3.3","0","0","0.158488665805739","0","0","0.10256410256410255","0","0","0","-0.0069823041072178665","0.023617424750095525","0.0118419764639826","-0.05785951642826132","0.17329742467027884","0.1350607909039448","-0.020789128016524192","0.031517668416693435","0.03516747653204441","0.7116833667334669"
"36","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","17.07009885648631","14.57354205106644","6.503542611522311","0.009580076678324206","0.012347869065757487","0.19621494574843149","0.3177955911823647","0.001843687374749499","0.6803006012024048","6.0120240480961926E-5","2","12","2","18","47","8","0","9","2","1.7999999999999998","10.700000000000001","1.7999999999999998","11.200000000000001","42.099999999999966","6.277882352941175","0","8","1.5999999999999999","0","0","0","0","0","0.22211764705882353","0","0","0","-0.0014412556895402277","0.06916740880805845","0.022918711206819372","-0.06585542630192096","0.24660562121828442","0.07306094548214734","0","0.03639970847269526","0.018635278533697917","0.6803006012024048"
"37","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","13.857605135842277","13.49871848353501","5.9141605034639415","0.006586080570574131","0.011460762541062357","0.21148904634701113","0.3275751503006012","0.0020841683366733467","0.6703206412825651","2.004008016032064E-5","3","12","2","11","43","14","1","12","2","2.6999999999999997","10.800000000000002","1.6999999999999997","2.6999999999999997","38.799999999999976","12.100000000000001","0","11.000000000000002","1.5999999999999999","0","0","0","0","0","0","0","0","0","-0.010358942780183747","0.04129468555791929","0.01252647587889556","-0.08519620430041658","0.09742113853612797","0.09709301805456978","-0.01","0.03820311009838341","0.011323510514731528","0.6703206412825651"
"38","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","14.561079745872352","13.548555420172924","5.988777565954861","0.007600294559348282","0.009941308836308805","0.2221605844711614","0.32276553106212424","0.0022645290581162327","0.6749298597194389","4.008016032064128E-5","3","11","3","9","43","14","3","11","3","2.6999999999999997","9.900000000000002","2.6999999999999997","0.8999999999999999","38.699999999999974","11.700000000000001","0","10.200000000000001","2.6999999999999997","0","0","0","0","0","0","0","0","0","-0.006493580623570823","0.035581233012543484","0.020982641397360342","-0.08143898730409141","0.13772273814523342","0.09699298209914059","-0.03","0.03212995336310341","0.02546733306251566","0.6749298597194389"
"39","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","15.725772392707402","13.444958355857775","6.158670669750648","0.00848911552633569","0.010370680082933681","0.19527398111569091","0.3026052104208417","0.0019438877755511021","0.6954108216432866","4.008016032064128E-5","2","10","2","11","46","14","3","12","0","1.7999999999999998","9.000000000000002","1.6999999999999997","5.6","41.29999999999996","11.700000000000001","0.9999999999999999","10.900000000000002","0","0","0","0","0","0","0","0","0","0","-0.001988825126345352","0.036616278335174536","0.015597218154054997","-0.05579276690814596","0.18440422926092565","0.12270492288913347","-0.01902323955361565","0.041611536330322316","0","0.6954108216432866"
"40","true","false","0.01","100","0.1","0.2","0.5","0","true","true","0","true","10","500","13.523008745941688","14.156512199986395","5.778321507400604","0.006477435066057135","0.010885123644706863","0.21912435931429639","0.3171943887775551","0.0022244488977955913","0.680561122244489","2.004008016032064E-5","3","10","4","9","48","14","1","9","2","2.6999999999999997","9.000000000000002","3.3","0.8999999999999999","42.39999999999996","12","0","7.300000000000001","1.6999999999999997","0","0","0","0","0","0","0","0","0","-0.007571913977771356","0.01623559938973034","0.026983358340492362","-0.08224379987103896","0.10922820917934065","0.08375694067645945","-0.01","0.011817532952207385","0.015478509442504697","0.680561122244489"
"41","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","4","11","8","12","36","12","5","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.04","-0.10999999999999999","-0.08","-0.11999999999999998","-0.36000000000000015","-0.11999999999999998","-0.05","-0.09999999999999999","-0.02","0"
"42","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","4","18","2","12","39","10","3","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.04","-0.18000000000000002","-0.02","-0.11999999999999998","-0.3900000000000002","-0.09999999999999999","-0.03","-0.09","-0.03","0"
"43","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","1","14","6","9","54","6","0","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.13999999999999999","-0.060000000000000005","-0.09","-0.5400000000000003","-0.060000000000000005","0","-0.08","-0.02","0"
"44","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","1","9","4","11","45","15","5","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.09","-0.04","-0.10999999999999999","-0.45000000000000023","-0.15","-0.05","-0.08","-0.02","0"
"45","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","0","9","1","12","51","11","2","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.09","-0.01","-0.11999999999999998","-0.5100000000000002","-0.10999999999999999","-0.02","-0.10999999999999999","-0.03","0"
"46","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","2","11","2","15","42","13","5","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.10999999999999999","-0.02","-0.15","-0.4200000000000002","-0.12999999999999998","-0.05","-0.08","-0.02","0"
"47","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","2","14","2","15","42","9","4","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.13999999999999999","-0.02","-0.15","-0.4200000000000002","-0.09","-0.04","-0.08","-0.04","0"
"48","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","2","5","5","8","56","12","2","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.05","-0.05","-0.08","-0.5600000000000003","-0.11999999999999998","-0.02","-0.09","-0.01","0"
"49","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","3","9","0","9","54","8","3","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.03","-0.09","0","-0.09","-0.5400000000000003","-0.08","-0.03","-0.11999999999999998","-0.02","0"
"50","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","0","500","100","100","0","0","0","0","1","0","0","0","4","14","1","9","45","11","1","12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.04","-0.13999999999999999","-0.01","-0.09","-0.45000000000000023","-0.10999999999999999","-0.01","-0.11999999999999998","-0.03","0"
"51","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","2","12","1","8","37","22","3","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.11999999999999998","-0.01","-0.08","-0.37000000000000016","-0.22000000000000006","-0.03","-0.12999999999999998","-0.02","0"
"52","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","4","9","5","9","42","16","3","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.04","-0.09","-0.05","-0.09","-0.4200000000000002","-0.16","-0.03","-0.09","-0.03","0"
"53","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","0","12","2","13","45","17","1","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.11999999999999998","-0.02","-0.12999999999999998","-0.45000000000000023","-0.17","-0.01","-0.09","-0.01","0"
"54","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","4","8","6","9","37","15","1","16","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.04","-0.08","-0.060000000000000005","-0.09","-0.37000000000000016","-0.15","-0.01","-0.16","-0.04","0"
"55","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","6","14","3","8","39","12","4","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.060000000000000005","-0.13999999999999999","-0.03","-0.08","-0.3900000000000002","-0.11999999999999998","-0.04","-0.12999999999999998","-0.01","0"
"56","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","3","9","4","7","44","12","5","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.03","-0.09","-0.04","-0.07","-0.4400000000000002","-0.11999999999999998","-0.05","-0.10999999999999999","-0.05","0"
"57","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","1","10","4","9","44","14","4","9","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.09999999999999999","-0.04","-0.09","-0.4400000000000002","-0.13999999999999999","-0.04","-0.09","-0.05","0"
"58","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","2","7","4","10","51","14","3","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.07","-0.04","-0.09999999999999999","-0.5100000000000002","-0.13999999999999999","-0.03","-0.07","-0.02","0"
"59","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","2","14","0","11","47","14","2","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.13999999999999999","0","-0.10999999999999999","-0.47000000000000025","-0.13999999999999999","-0.02","-0.09","-0.01","0"
"60","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","3","500","100","100","0","0","0","0","1","0","0","0","3","10","4","14","38","10","3","15","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.03","-0.09999999999999999","-0.04","-0.13999999999999999","-0.38000000000000017","-0.09999999999999999","-0.03","-0.15","-0.03","0"
"61","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","3","8","3","18","41","10","4","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.03","-0.08","-0.03","-0.18000000000000002","-0.4100000000000002","-0.09999999999999999","-0.04","-0.11999999999999998","-0.01","0"
"62","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","2","7","0","7","50","17","2","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.07","0","-0.07","-0.5000000000000002","-0.17","-0.02","-0.13999999999999999","-0.01","0"
"63","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","2","15","3","14","38","11","3","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.15","-0.03","-0.13999999999999999","-0.38000000000000017","-0.10999999999999999","-0.03","-0.09999999999999999","-0.04","0"
"64","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","5","5","2","16","43","11","4","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.05","-0.05","-0.02","-0.16","-0.4300000000000002","-0.10999999999999999","-0.04","-0.13999999999999999","0","0"
"65","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","4","12","0","7","47","15","5","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.04","-0.11999999999999998","0","-0.07","-0.47000000000000025","-0.15","-0.05","-0.08","-0.02","0"
"66","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","1","11","4","10","46","9","2","14","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.10999999999999999","-0.04","-0.09999999999999999","-0.46000000000000024","-0.09","-0.02","-0.13999999999999999","-0.03","0"
"67","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","3","11","4","18","41","11","1","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.03","-0.10999999999999999","-0.04","-0.18000000000000002","-0.4100000000000002","-0.10999999999999999","-0.01","-0.08","-0.03","0"
"68","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","0","15","3","15","43","12","1","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.15","-0.03","-0.15","-0.4300000000000002","-0.11999999999999998","-0.01","-0.09","-0.02","0"
"69","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","1","12","2","12","44","11","1","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.11999999999999998","-0.02","-0.11999999999999998","-0.4400000000000002","-0.10999999999999999","-0.01","-0.10999999999999999","-0.060000000000000005","0"
"70","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","7","500","100","100","0","0","0","0","1","0","0","0","3","13","3","6","43","13","7","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.03","-0.12999999999999998","-0.03","-0.060000000000000005","-0.4300000000000002","-0.12999999999999998","-0.07","-0.09","-0.03","0"
"71","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","4","13","4","8","39","11","3","14","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.04","-0.12999999999999998","-0.04","-0.08","-0.3900000000000002","-0.10999999999999999","-0.03","-0.13999999999999999","-0.04","0"
"72","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","1","9","0","12","47","12","1","16","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.09","0","-0.11999999999999998","-0.47000000000000025","-0.11999999999999998","-0.01","-0.16","-0.02","0"
"73","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","1","11","5","15","43","8","3","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.10999999999999999","-0.05","-0.15","-0.4300000000000002","-0.08","-0.03","-0.09999999999999999","-0.04","0"
"74","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","1","15","4","7","42","17","2","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.15","-0.04","-0.07","-0.4200000000000002","-0.17","-0.02","-0.08","-0.04","0"
"75","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","2","8","4","13","48","9","2","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.08","-0.04","-0.12999999999999998","-0.48000000000000026","-0.09","-0.02","-0.10999999999999999","-0.03","0"
"76","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","3","11","2","10","44","13","3","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.03","-0.10999999999999999","-0.02","-0.09999999999999999","-0.4400000000000002","-0.12999999999999998","-0.03","-0.09999999999999999","-0.04","0"
"77","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","3","12","6","6","42","16","3","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.03","-0.11999999999999998","-0.060000000000000005","-0.060000000000000005","-0.4200000000000002","-0.16","-0.03","-0.09999999999999999","-0.02","0"
"78","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","4","9","5","10","42","20","3","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.04","-0.09","-0.05","-0.09999999999999999","-0.4200000000000002","-0.20000000000000004","-0.03","-0.060000000000000005","-0.01","0"
"79","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","2","10","3","13","47","8","4","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","-0.09999999999999999","-0.03","-0.12999999999999998","-0.47000000000000025","-0.08","-0.04","-0.10999999999999999","-0.02","0"
"80","true","false","0.01","100","0.1","0.2","0.5","0","true","true","1","true","10","500","100","100","0","0","0","0","1","0","0","0","1","8","3","11","37","15","6","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.08","-0.03","-0.10999999999999999","-0.37000000000000016","-0.15","-0.060000000000000005","-0.17","-0.02","0"
